run_id,cluster_id,cluster_size,mean_within_tfidf_cosine
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,117,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,118,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,119,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,120,2,0.9897179652757888
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,121,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,122,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,123,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,124,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,125,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,126,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,127,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,128,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,129,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,130,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,131,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,132,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,133,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,134,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,135,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,136,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,137,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,138,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,139,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,140,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,141,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,142,1,
current__adaptive_diffusion_cosine_subspace__binary__adaptive_modes_22_51,143,1,
