axis,axis_name,selection,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
9,mode_09,top_positive,G1 S Transition,,G1 S Transition,46,0.30666666666666664,0.8892881527272397,0.09743604764964058,0.09743604764964058,positive,11
9,mode_09,top_positive,G1 S-Specific Transcription,,G1 S-Specific Transcription,24,0.16,0.6343095546405662,0.0947384503144641,0.0947384503144641,positive,13
9,mode_09,top_positive,G0 and Early G1,,G0 and Early G1,38,0.25333333333333335,0.8165187119538282,0.09247537741690626,0.09247537741690626,positive,14
9,mode_09,top_positive,Diseases of Mitotic Cell Cycle,,Diseases of Mitotic Cell Cycle,28,0.18666666666666668,0.6944460704939805,0.09124123782408967,0.09124123782408967,positive,17
9,mode_09,top_positive,Transcriptional Regulation by RUNX2,,Transcriptional Regulation by RUNX2,36,0.24,0.7950402793845223,0.08758486999669494,0.08758486999669494,positive,20
9,mode_09,top_positive,S Phase,,S Phase,53,0.35333333333333333,0.9370098252692078,0.08735828492958674,0.08735828492958674,positive,21
9,mode_09,top_positive,"Defective Binding of RB1 Mutants to E2F1,(E2F2, E2F3)",,"Defective Binding of RB1 Mutants to E2F1,(E2F2, E2F3)",18,0.12,0.5293608652873644,0.08155946411189083,0.08155946411189083,positive,24
9,mode_09,top_positive,Aberrant Regulation of Mitotic G1 S Transition in Cancer Due to RB1 Defects,,Aberrant Regulation of Mitotic G1 S Transition in Cancer Due to RB1 Defects,18,0.12,0.5293608652873644,0.08155946411189083,0.08155946411189083,positive,25
9,mode_09,top_positive,Transcription of E2F Targets Under Neg Control by P107 (RBL1) and P130 (RBL2) in Complex With HDAC1,,Transcription of E2F Targets Under Neg Control by P107 (RBL1) and P130 (RBL2) in Complex With HDAC1,25,0.16666666666666666,0.6500224216483541,0.07919040227458447,0.07919040227458447,positive,27
9,mode_09,top_positive,Antigen Processing Ubiquitination & Proteasome Degradation,,Antigen Processing Ubiquitination & Proteasome Degradation,21,0.14,0.584238811642856,0.07482519595583373,0.07482519595583373,positive,31
9,mode_09,top_positive,APC C-mediated Degradation of Cell Cycle Proteins,,APC C-mediated Degradation of Cell Cycle Proteins,19,0.12666666666666668,0.5482251174503202,0.07349021231132039,0.07349021231132039,positive,32
9,mode_09,top_positive,Regulation of Mitotic Cell Cycle,,Regulation of Mitotic Cell Cycle,19,0.12666666666666668,0.5482251174503202,0.07349021231132039,0.07349021231132039,positive,33
9,mode_09,top_positive,Signaling by NOTCH,,Signaling by NOTCH,38,0.25333333333333335,0.8165187119538282,0.07211209058511643,0.07211209058511643,positive,34
9,mode_09,top_positive,Degradation of Beta-Catenin by the Destruction Complex,,Degradation of Beta-Catenin by the Destruction Complex,35,0.23333333333333334,0.7837769474847012,0.06984807839124478,0.06984807839124478,positive,35
9,mode_09,top_negative,Activation of BAD and Translocation to Mitochondria,,Activation of BAD and Translocation to Mitochondria,20,0.13333333333333333,0.5665095065529053,-0.12613610468216102,0.12613610468216102,negative,1
9,mode_09,top_negative,Transcriptional Regulation by TP53,,Transcriptional Regulation by TP53,69,0.46,0.9953784388202257,-0.12380371654750884,0.12380371654750884,negative,2
9,mode_09,top_negative,G2 M DNA Damage Checkpoint,,G2 M DNA Damage Checkpoint,39,0.26,0.8267463724926178,-0.10361661100399248,0.10361661100399248,negative,9
9,mode_09,top_negative,Activation of BH3-only Proteins,,Activation of BH3-only Proteins,29,0.19333333333333333,0.708392686703044,-0.10267580576610345,0.10267580576610345,negative,10
9,mode_09,top_negative,Diseases of Programmed Cell Death,,Diseases of Programmed Cell Death,26,0.17333333333333334,0.6652735227649414,-0.09669428856252371,0.09669428856252371,negative,12
9,mode_09,top_negative,SARS-CoV-1 Targets Host Intracellular Signalling and Regulatory Pathways,,SARS-CoV-1 Targets Host Intracellular Signalling and Regulatory Pathways,23,0.15333333333333332,0.6181194891000384,-0.09239368540494913,0.09239368540494913,negative,15
9,mode_09,top_negative,Intrinsic Pathway for Apoptosis,,Intrinsic Pathway for Apoptosis,31,0.20666666666666667,0.7350626941249581,-0.09204848624911734,0.09204848624911734,negative,16
