axis,axis_name,go_term,go_id,column,support,prevalence,entropy_bits,loading,abs_loading,loading_sign,abs_rank
8,mode_08,RNA Polymerase II Transcription Initiation,,RNA Polymerase II Transcription Initiation,6,0.04,0.24229218908241482,-0.0041735885328183335,0.0041735885328183335,negative,938
8,mode_08,SHC-related Events Triggered by IGF1R,,SHC-related Events Triggered by IGF1R,20,0.13333333333333333,0.5665095065529053,-0.0048225834945200005,0.0048225834945200005,negative,857
8,mode_08,Deregulated CDK5 Triggers Multiple Neurodegenerative Pathways in Alzheimer's Disease Models,,Deregulated CDK5 Triggers Multiple Neurodegenerative Pathways in Alzheimer's Disease Models,5,0.03333333333333333,0.21084230031853213,0.006552292091533661,0.006552292091533661,positive,724
8,mode_08,Gap-filling DNA Repair Synthesis and Ligation in TC-NER,,Gap-filling DNA Repair Synthesis and Ligation in TC-NER,21,0.14,0.584238811642856,-0.013356928233860138,0.013356928233860138,negative,440
8,mode_08,Asymmetric Localization of PCP Proteins,,Asymmetric Localization of PCP Proteins,1,0.006666666666666667,0.05777796017013378,-0.0006792286020295449,0.0006792286020295449,negative,1518
8,mode_08,Regulation of Endogenous Retroelements,,Regulation of Endogenous Retroelements,28,0.18666666666666668,0.6944460704939805,0.026036546180176413,0.026036546180176413,positive,211
8,mode_08,MLL4 and MLL3 Complexes Regulate Expression of PPARG Targets in Adipogenesis and Hepatic Steatosis,,MLL4 and MLL3 Complexes Regulate Expression of PPARG Targets in Adipogenesis and Hepatic Steatosis,30,0.2,0.7219280948873623,-0.02980130369016438,0.02980130369016438,negative,175
8,mode_08,RUNX1 Interacts With Co-Factors Whose Precise Effect on RUNX1 Targets Is Not Known,,RUNX1 Interacts With Co-Factors Whose Precise Effect on RUNX1 Targets Is Not Known,43,0.2866666666666667,0.8643763438484613,-0.03831354434842759,0.03831354434842759,negative,129
8,mode_08,Toll Like Receptor 7 8 (TLR7 8) Cascade,,Toll Like Receptor 7 8 (TLR7 8) Cascade,23,0.15333333333333332,0.6181194891000384,0.039996630575198734,0.039996630575198734,positive,117
8,mode_08,Mitophagy,,Mitophagy,26,0.17333333333333334,0.6652735227649414,-0.006142220754537854,0.006142220754537854,negative,744
8,mode_08,SLC-mediated Transmembrane Transport,,SLC-mediated Transmembrane Transport,2,0.013333333333333334,0.10215803640865039,-0.0009078880657416427,0.0009078880657416427,negative,1444
8,mode_08,Toll Like Receptor 5 (TLR5) Cascade,,Toll Like Receptor 5 (TLR5) Cascade,23,0.15333333333333332,0.6181194891000384,0.038863260977176656,0.038863260977176656,positive,125
8,mode_08,Maturation of Protein E 9683683,,Maturation of Protein E 9683683,2,0.013333333333333334,0.10215803640865039,-0.0006296498209587321,0.0006296498209587321,negative,1541
8,mode_08,G0 and Early G1,,G0 and Early G1,38,0.25333333333333335,0.8165187119538282,-0.010054324968711824,0.010054324968711824,negative,559
8,mode_08,RHOJ GTPase Cycle,,RHOJ GTPase Cycle,7,0.04666666666666667,0.2720647864044614,0.0026701778374889416,0.0026701778374889416,positive,1145
8,mode_08,Telomere Extension By Telomerase,,Telomere Extension By Telomerase,7,0.04666666666666667,0.2720647864044614,-0.006896861237016622,0.006896861237016622,negative,707
8,mode_08,Heparan Sulfate Heparin (HS-GAG) Metabolism,,Heparan Sulfate Heparin (HS-GAG) Metabolism,1,0.006666666666666667,0.05777796017013378,0.0032715892271145746,0.0032715892271145746,positive,1053
8,mode_08,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,37,0.24666666666666667,0.805952041954632,-0.009440274024799276,0.009440274024799276,negative,583
8,mode_08,Signaling by FGFR3 in Disease,,Signaling by FGFR3 in Disease,20,0.13333333333333333,0.5665095065529053,-0.0047954893155972515,0.0047954893155972515,negative,862
8,mode_08,STAT5 Activation Downstream of FLT3 ITD Mutants,,STAT5 Activation Downstream of FLT3 ITD Mutants,17,0.11333333333333333,0.5098891423431209,0.003595223752473858,0.003595223752473858,positive,1009
8,mode_08,SMAC (DIABLO) Binds to IAPs,,SMAC (DIABLO) Binds to IAPs,4,0.02666666666666667,0.17738945318599736,0.018554630644299866,0.018554630644299866,positive,329
8,mode_08,PPARA Activates Gene Expression,,PPARA Activates Gene Expression,20,0.13333333333333333,0.5665095065529053,-0.007672830761438465,0.007672830761438465,negative,654
8,mode_08,Cellular Responses to Stimuli,,Cellular Responses to Stimuli,85,0.5666666666666667,0.9871377743721863,-0.0020312459164309746,0.0020312459164309746,negative,1225
8,mode_08,Regulation of NPAS4 Gene Transcription,,Regulation of NPAS4 Gene Transcription,3,0.02,0.14144054254182067,0.002471395635457664,0.002471395635457664,positive,1168
8,mode_08,Resolution of AP Sites via the Multiple-Nucleotide Patch Replacement Pathway,,Resolution of AP Sites via the Multiple-Nucleotide Patch Replacement Pathway,21,0.14,0.584238811642856,0.005930655853446486,0.005930655853446486,positive,754
8,mode_08,"PI5P, PP2A and IER3 Regulate PI3K AKT Signaling",,"PI5P, PP2A and IER3 Regulate PI3K AKT Signaling",25,0.16666666666666666,0.6500224216483541,0.00045161690134100716,0.00045161690134100716,positive,1579
