case_id,variant,status,found_clusters,ari,nmi,macro_f1,silhouette_score,davies_bouldin_index,calinski_harabasz_index,n_singleton_clusters,singleton_fraction,median_cluster_size,largest_cluster_fraction,effective_cluster_count,cluster_size_entropy,cluster_size_gini,noise_label_fraction,skip_reason
overlap_mod_4c_small,graphtools_linkage,ok,4,0.9013124846886037,0.8807296551936105,0.9629543120348023,0.06144080867541815,3.491618566050064,18.854674197139847,0.0,0.0,98.5,0.27,3.9947534296431706,1.3849818575746156,0.0275,0.0,
overlap_mod_4c_small,graphtools_nnls_no_edge_time,ok,4,0.9013124846886037,0.8807296551936105,0.9629543120348023,0.06144080867541815,3.491618566050064,18.854674197139847,0.0,0.0,98.5,0.27,3.9947534296431706,1.3849818575746156,0.0275,0.0,
overlap_mod_4c_small,graphtools_nnls_edge_time,ok,4,0.9013124846886037,0.8807296551936105,0.9629543120348023,0.06144080867541815,3.491618566050064,18.854674197139847,0.0,0.0,98.5,0.27,3.9947534296431706,1.3849818575746156,0.0275,0.0,
dim_consolidated_4c_24f,hamming_linkage,ok,7,0.58258082274491,0.6390847062217933,0.8739064230343301,0.05189972491337465,2.6681986861031937,7.839305490838408,0.0,0.0,26.0,0.25,6.002015570461618,1.7920953412270093,0.28214285714285714,0.0,
dim_consolidated_4c_24f,hamming_nnls_no_edge_time,ok,8,0.5220148662134058,0.6235383155680556,0.8739064230343301,0.05687259551249955,2.7180018616680854,7.607944469002825,0.0,0.0,20.0,0.19375,7.137639620750072,1.9653821363669957,0.2375,0.0,
dim_consolidated_4c_24f,hamming_nnls_edge_time,ok,10,0.4336737705885826,0.601355517964438,0.8739064230343301,0.05209273133664029,2.677236767977462,6.809490788441252,0.0,0.0,16.5,0.1625,9.10018392619469,2.2082946249882975,0.2225,0.0,
dim_consolidated_4c_24f,pydiffmap_linkage,ok,4,0.6653289059824976,0.6468461249428579,0.8615410304879033,0.07699245748610763,2.757340176248789,11.39444821695495,0.0,0.0,42.0,0.28125,3.9621610492820047,1.3767895959313035,0.06875,0.0,
dim_consolidated_4c_24f,pydiffmap_nnls_no_edge_time,ok,7,0.5298028928480344,0.6053801842553829,0.8615410304879033,0.06891336333227696,2.7906549082220815,8.390685010543773,0.0,0.0,23.0,0.21875,6.475821715744803,1.8680755054402614,0.2125,0.0,
dim_consolidated_4c_24f,pydiffmap_nnls_edge_time,ok,7,0.5298028928480344,0.6053801842553829,0.8615410304879033,0.06891336333227696,2.7906549082220815,8.390685010543773,0.0,0.0,23.0,0.21875,6.475821715744803,1.8680755054402614,0.2125,0.0,
dim_consolidated_4c_24f,graphtools_linkage,ok,5,0.5437281612396819,0.663945427519269,0.8272130489622749,0.0781654830334741,2.8336945149054205,10.298135899542327,0.0,0.0,28.0,0.2875,4.839724205123581,1.5768577366924976,0.14,0.0,
