test_case,case_id,case_category,source_family,feature_representation,method,params,true_clusters,found_clusters,samples,features,noise,ari,nmi,purity,macro_recall,macro_f1,worst_cluster_recall,outlier_precision,outlier_recall,outlier_f1,singleton_outlier_isolated,grouped_outlier_cluster_recovered,cluster_count_abs_error,over_split,under_split,tree_build_sec,populate_divergences_sec,edge_gate_sec,edge_gate_contrast_covariance_sec,edge_gate_projection_sec,edge_gate_wald_statistic_sec,edge_gate_tree_bh_sec,spectral_context_sec,tangent_whitening_sec,eigensolve_sec,pca_projection_sec,sibling_gate_sec,sibling_gate_pair_record_collection_sec,sibling_gate_inflation_fit_sec,sibling_gate_adjusted_tests_sec,sibling_gate_fdr_sec,traversal_sec,status,skip_reason,labels_length
90,overlap_mod_4c_small,overlapping_binary_moderate,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,400,80,0.3,0.7848286798556895,0.7401669051852959,0.739769829936397,0.9149999999999999,0.9153062638580931,0.9,,,,,,0.0,0.0,0.0,0.002260124994791113,0.005919874995015562,0.16720633400109364,0.08882009494118392,0.001430766897101421,0.020505740940279793,0.004326374997617677,0.04542624999885447,0.007934297034807969,0.025204477009538095,0.00501437098137103,0.09568912500253646,0.06277391599724069,0.0007348329963861033,0.007445165996614378,0.023328875002334826,5.337500624591485e-05,ok,,400
91,overlap_mod_6c_med,overlapping_binary_moderate,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",6,6,600,250,0.3,0.9444653613697336,0.9297134990645866,0.9296615610312681,0.9766666666666666,0.9767062531654677,0.96,,,,,,0.0,0.0,0.0,0.0038390840054489672,0.018054665997624397,0.5311778339964803,0.3499325159791624,0.002663997045601718,0.033615176915191114,0.004393916999106295,0.13010804200166604,0.02926276091602631,0.07593087397981435,0.009968743957870174,0.21344658300222363,0.2034750420061755,0.0010530840008868836,0.0012836660025641322,0.006147000000055414,6.479199510067701e-05,ok,,600
92,overlap_mod_8c_large,overlapping_binary_moderate,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",8,8,800,400,0.28,0.9914106479870332,0.9898947859377112,0.9898888353539548,0.9962500000000001,0.9962499374984375,0.99,,,,,,0.0,0.0,0.0,0.0058753339981194586,0.03532450000056997,1.0668704159979825,0.7513887631284888,0.0042948740083375014,0.04699283288937295,0.009065041995199863,0.2412390419995063,0.06425036107975757,0.13682390605390538,0.016102723064250313,0.4672433750019991,0.41157708300306695,0.0012157079981989227,0.015593374999298248,0.03724145800515544,7.491699943784624e-05,ok,,800
93,overlap_part_4c_small,overlapping_binary_partial,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,400,60,0.24,0.9534938148705171,0.935198400415452,0.9350892599364866,0.9824999999999999,0.982571108003439,0.97,,,,,,0.0,0.0,0.0,0.0021787500008940697,0.004735333001008257,0.1402141250000568,0.06748433190659853,0.001381178997689858,0.01988332394103054,0.0037671669997507706,0.041597000003093854,0.006298580025031697,0.024349308980163187,0.004456713097169995,0.07569112499913899,0.0531301250011893,0.0007677910034544766,0.004665415995987132,0.015847082999243867,4.7208006435539573e-05,ok,,400
94,overlap_part_6c_med,overlapping_binary_partial,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",6,6,600,200,0.25,0.9959865525047962,0.994786149513209,0.9947815227634181,0.9983333333333334,0.998333291665625,0.99,,,,,,0.0,0.0,0.0,0.0035293750042910688,0.014682041000924073,0.46488637500442564,0.28849502601951826,0.002598438921268098,0.03304477399069583,0.005289957996865269,0.12514312499843072,0.024163804155250546,0.07761991990992101,0.00919983399217017,0.18972854200546863,0.1762173749957583,0.001033166998240631,0.0023955419965204783,0.008605000002717134,7.300000288523734e-05,ok,,600
95,overlap_part_8c_large,overlapping_binary_partial,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",8,8,800,350,0.22,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.006385999993653968,0.031271583000489045,0.9594104999996489,0.6454964811564423,0.004037148035422433,0.04561491506319726,0.010241875002975576,0.2400094159966102,0.0572808760261978,0.14292970923270332,0.015705250872997567,0.4298412079951959,0.3731984160040156,0.0013599160010926425,0.015727665995655116,0.0378453340017586,7.129099685698748e-05,ok,,800
96,overlap_hd_4c_1k,overlapping_binary_highd,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,500,1000,0.35,0.9946559286607272,0.991591487539297,0.9915857652217714,0.998,0.997999967999488,0.992,,,,,,0.0,0.0,0.0,0.0029441670048981905,0.056327292004425544,1.5727265829991666,1.2650471851811744,0.004686482032411732,0.04089977913099574,0.004045665999001358,0.24658533299952978,0.1043902959645493,0.1007099350244971,0.016490465022798162,0.6720633749937406,0.6517084589941078,0.000946041000133846,0.004078582998772617,0.013857874997484032,5.854199844179675e-05,ok,,500
97,overlap_unbal_4c_small,overlapping_binary_unbalanced,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,400,100,0.35,0.5000975768285938,0.4531126505794086,0.45327184407419213,0.774061396571827,0.7739447698405183,0.7209302325581395,,,,,,0.0,0.0,0.0,0.0022008340019965544,0.006525500000861939,0.18182812500162981,0.10190723694540793,0.0014659729349659756,0.02062308302265592,0.00454479199834168,0.046627791998616885,0.008771377921220846,0.025494060035271104,0.0049657919953460805,0.10649345799902221,0.06885829199745785,0.0006914580008015037,0.009032292000483721,0.02656600000045728,4.774999979417771e-05,ok,,400
98,overlap_unbal_6c_med,overlapping_binary_unbalanced,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",6,6,600,300,0.3,0.9817306285757762,0.9742725983954852,0.9743202343216708,0.9909443586492577,0.9908512468397106,0.9753086419753086,,,,,,0.0,0.0,0.0,0.00461104200076079,0.020028541999636218,0.6065987080000923,0.41770005306898383,0.0028151180304121226,0.03244298289791914,0.006016708000970539,0.13674079199699918,0.034044239968352485,0.07660114999453072,0.01025968101748731,0.27448654199542943,0.24089599999570055,0.0010650829935912043,0.008136458003718872,0.0228209999986575,6.558399763889611e-05,ok,,600
99,overlap_unbal_8c_large,overlapping_binary_unbalanced,binary_template,binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",8,8,800,500,0.32,0.9295804687948276,0.9227976893093622,0.9225806854397576,0.9684752008097034,0.9688197720725518,0.9405940594059405,,,,,,0.0,0.0,0.0,0.005634791996271815,0.04595037500257604,1.2660194999989471,0.9048001261762693,0.004726646875496954,0.05070080974837765,0.00656320800044341,0.2844250829948578,0.07614039412146667,0.16434709100576583,0.0168515101322555,0.5300531250031781,0.5118295420033974,0.0014526659942930564,0.003850084001896903,0.011326667001412716,9.108399535762146e-05,ok,,800
100,gauss_overlap_3c_small,overlapping_gaussian,gaussian_blobs,median_binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",3,3,300,30,3.5,0.9702555619013858,0.9589753057921956,0.9588443516038357,0.9899999999999999,0.9899977494936362,0.97,,,,,,0.0,0.0,0.0,0.0016335830005118623,0.0031531249987892807,0.07621775000006892,0.031210637047479395,0.0009083069962798618,0.01414379494235618,0.0017425410042051226,0.023377500001515727,0.003494630007480737,0.011423529977037106,0.003090552090725396,0.03387379200285068,0.030081832999712788,0.0005909999963478185,0.0001972919999388978,0.0016884169963304885,3.2874995667953044e-05,ok,,300
101,gauss_overlap_4c_med,overlapping_gaussian,gaussian_blobs,median_binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,400,80,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.002249500001198612,0.005639834002067801,0.16944083300040802,0.08846304505277658,0.001453659999242518,0.02033474198105978,0.0029241669981274754,0.049634041999524925,0.007679803085920867,0.029833445980329998,0.0046596799802500755,0.07207558400114067,0.06365070799802197,0.0007489999989047647,0.0010824589990079403,0.00534279099520063,4.658300167648122e-05,ok,,400
102,gauss_overlap_6c_large,overlapping_gaussian,gaussian_blobs,median_binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",6,6,600,150,3.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.003869874999509193,0.012972750002518296,0.3884854589996394,0.2243008429868496,0.002420690179860685,0.03213936786050908,0.0041041250005946495,0.11530029199639102,0.01980288396589458,0.07299434504238889,0.008364795015950222,0.15407370799948694,0.14486812500399537,0.0010393330012448132,0.0013177079963497818,0.005225041997618973,7.01669996487908e-05,ok,,600
103,gauss_overlap_8c_highd,overlapping_gaussian,gaussian_blobs,median_binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",8,8,800,300,3.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.005795291996037122,0.02700691600330174,0.8301771670012386,0.5583334010152612,0.003985931922215968,0.04566815610451158,0.006425416002457496,0.20169154099858133,0.04698614092194475,0.11889985300513217,0.013163033036107663,0.33236608300649095,0.31335829100135015,0.001387000003887806,0.0041733749967534095,0.011714583000866696,9.020900324685499e-05,ok,,800
104,gauss_overlap_extreme_4c,overlapping_gaussian,gaussian_blobs,median_binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",4,4,500,100,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.002961624995805323,0.00827283399848966,0.24273866699513746,0.12737261821894208,0.0018726218841038644,0.025640554900746793,0.0031332920043496415,0.076619125000434,0.011775873936130665,0.04873881595995044,0.006328586932795588,0.09357620799710276,0.08767483400151832,0.000835999999253545,0.0005850829984410666,0.003241459002310876,5.3333002142608166e-05,ok,,500
105,gauss_overlap_extreme_6c,overlapping_gaussian,gaussian_blobs,median_binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",6,6,600,200,5.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.004006415998446755,0.015378209005575627,0.46831933299836237,0.2893281589349499,0.0026124701616936363,0.03349100597552024,0.004722582998510916,0.127530834004574,0.02552224103419576,0.0772256230484345,0.009607511921785772,0.18572408299951348,0.17528891599795315,0.0011659169977065176,0.0014487910011666827,0.006239292000827845,7.537499914178625e-05,ok,,600
106,gauss_overlap_many_10c,overlapping_gaussian,gaussian_blobs,median_binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",10,10,1000,150,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.008448124994174577,0.021042749998741783,0.6367992080049589,0.36693093504436547,0.00410680291679455,0.05413680002675392,0.008126750006340444,0.18771987500076648,0.032557297992752865,0.11815687591297319,0.014234293033950962,0.2527180420001969,0.2316789999968023,0.0017318329992122017,0.005256542004644871,0.01211075000173878,0.00011133299994980916,ok,,1000
107,gauss_overlap_dense_8c,overlapping_gaussian,gaussian_blobs,median_binary,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",8,8,800,50,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0057981669961009175,0.009883834005449899,0.2449106659987592,0.11842021795018809,0.0026711370883276686,0.03799776606319938,0.007088250000379048,0.06709870800114004,0.011302833969239146,0.03380404694325989,0.008320836175698787,0.12699062500178115,0.09838854199915659,0.0012676249971264042,0.0071816249983385205,0.018579084004159085,8.86249981704168e-05,ok,,800
108,gauss_overlap_3c_small_q3,overlapping_gaussian_quantile,gaussian_blobs,quantile_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",3,3,300,90,3.5,0.9899831669528851,0.9829929733076641,0.9829780604130467,0.9966666666666667,0.9966665833312499,0.99,,,,,,0.0,0.0,0.0,0.0014066250005271286,0.0027069160059909336,0.13388983299955726,0.05969173905759817,0.001212912960909307,0.016961513058049604,0.0018846249950001948,0.047281749997637235,0.021083168023324106,0.016738938982598484,0.0037527511158259585,0.05121925000275951,0.045932332999655046,0.0006197920010890812,0.00038241699803620577,0.003108459000941366,4.012499994132668e-05,ok,,300
109,gauss_overlap_3c_small_q4,overlapping_gaussian_quantile,gaussian_blobs,quantile_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",3,3,300,120,3.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.001422707995516248,0.002798916000756435,0.1397931250030524,0.06217861790355528,0.001188665941299405,0.016643567039864138,0.0019505839954945259,0.05068654099886771,0.021274536004057154,0.01939515701815253,0.004186204067082144,0.05522462500084657,0.04745162499602884,0.0006278329965425655,0.0009142089984379709,0.00493629200354917,4.1332998080179095e-05,ok,,300
110,gauss_overlap_3c_small_q5,overlapping_gaussian_quantile,gaussian_blobs,quantile_one_hot,kl,"tree_distance_metric=hamming, tree_distance_source=feature_metric, tree_linkage_method=average",3,3,300,150,3.5,0.9800666666666666,0.9660168044526177,0.9660168044526177,0.9933333333333333,0.9933333333333333,0.99,,,,,,0.0,0.0,0.0,0.0013861659972462803,0.00269520899746567,0.14456245800101897,0.06538675099000102,0.0012109149392927065,0.016736275036237203,0.00354233400139492,0.05093420900084311,0.022141999972518533,0.018686243951378856,0.004285421004169621,0.08371166599681601,0.04989466699771583,0.0006085420027375221,0.008020291999855544,0.023908499999379274,3.899999865097925e-05,ok,,300
